trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
52,False,"{'a': 0.1, 'e': 0.5945205479701944}",20,0,-54.30742055175645,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
53,False,"{'a': 0.1, 'e': 0.5886049696783552}",25,0,-33.05889063697921,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
54,False,"{'a': 0.1, 'e': 0.5827482523739896}",20,13,-50.23869668686027,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
55,False,"{'a': 0.1, 'e': 0.5769498103804866}",30,3,-89.72360951790355,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 2}",1
56,False,"{'a': 0.1, 'e': 0.5712090638488149}",20,9,-26.186893576459443,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
57,False,"{'a': 0.1, 'e': 0.5655254386995371}",25,6,-104.64851231079967,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
58,False,"{'a': 0.1, 'e': 0.559898366565402}",20,0,-136.20630576963023,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
59,False,"{'a': 0.1, 'e': 0.5543272847345071}",20,0,-34.003188084152995,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
60,False,"{'a': 0.1, 'e': 0.5488116360940265}",35,26,3.498394145477057,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.1, 'e': 0.5433508690744998}",25,6,7.194691932266288,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.1, 'e': 0.5379444375946745}",20,0,6.231833097442264,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
63,False,"{'a': 0.1, 'e': 0.5325918010068972}",30,23,8.909624347980477,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.1, 'e': 0.5272924240430485}",20,0,-65.49740711758503,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
65,False,"{'a': 0.1, 'e': 0.522045776761016}",20,15,-13.212962246538297,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
66,False,"{'a': 0.1, 'e': 0.5168513344916992}",20,6,14.340503215696431,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.1, 'e': 0.5117085777865424}",30,0,-61.03077437762163,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
68,False,"{'a': 0.1, 'e': 0.5066169923655895}",25,8,4.466520232681034,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.1, 'e': 0.5015760690660555}",25,1,-49.368333812737994,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
70,False,"{'a': 0.1, 'e': 0.49658530379140947}",20,12,-22.53319495910341,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.1, 'e': 0.4916441974609651}",20,0,-23.64589118210138,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
72,False,"{'a': 0.1, 'e': 0.4867522559599717}",25,0,-21.49793378291733,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.1, 'e': 0.48190899009020244}",30,17,-23.155054783049025,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
74,False,"{'a': 0.1, 'e': 0.4771139155210344}",20,0,12.009796993743374,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
75,False,"{'a': 0.1, 'e': 0.4723665527410147}",20,0,-87.16660581059783,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
76,False,"{'a': 0.1, 'e': 0.46766642700990924}",20,0,-41.30147552438348,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.1, 'e': 0.46301306831122807}",25,0,-48.33848118352043,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
78,False,"{'a': 0.1, 'e': 0.4584060113052235}",25,0,-56.91873577856424,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.1, 'e': 0.45384479528235583}",20,14,1.0072702630137682,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.1, 'e': 0.44932896411722156}",20,0,-49.44598783808006,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
81,False,"{'a': 0.1, 'e': 0.4448580662229411}",20,0,-26.40239245387728,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
82,False,"{'a': 0.1, 'e': 0.44043165450599925}",25,18,2.5613480795389947,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.1, 'e': 0.43604928632153556}",20,11,-2.0215486247601895,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.1, 'e': 0.43171052342907973}",25,10,-86.98978431208634,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 1}",1
85,False,"{'a': 0.1, 'e': 0.4274149319487267}",25,5,22.59383493410766,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.1, 'e': 0.4231620823177488}",30,13,20.927560147616138,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.1, 'e': 0.418951549247639}",25,11,-57.67627359792512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
88,False,"{'a': 0.1, 'e': 0.4147829116815814}",20,6,-70.82659910010173,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
89,False,"{'a': 0.1, 'e': 0.4106557527523455}",30,8,-83.08726696361597,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1
90,False,"{'a': 0.1, 'e': 0.4065696597405991}",20,0,-19.402828423244927,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
91,False,"{'a': 0.1, 'e': 0.40252422403363597}",25,10,-0.05498452410372323,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.1, 'e': 0.39851904108451414}",25,0,-25.233157647292952,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
93,False,"{'a': 0.1, 'e': 0.3945537103716011}",30,9,-16.12139369217081,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.1, 'e': 0.3906278353585211}",20,0,7.4524810640150045,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
95,False,"{'a': 0.1, 'e': 0.3867410234545012}",20,0,-63.95989671421301,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
96,False,"{'a': 0.1, 'e': 0.38289288597511206}",25,11,-16.636631089119042,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.1, 'e': 0.37908303810339883}",25,14,15.231705191387208,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.1, 'e': 0.37531109885139957}",25,0,-16.82668493334387,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
99,False,"{'a': 0.1, 'e': 0.3715766910220457}",30,0,-41.91332346378041,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
100,False,"{'a': 0.1, 'e': 0.36787944117144233}",20,8,17.47062676492767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.1, 'e': 0.3642189795715233}",30,10,-49.67945947927995,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
102,False,"{'a': 0.1, 'e': 0.3605949401730783}",25,0,-3.047304890281966,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
103,False,"{'a': 0.1, 'e': 0.3570069605691474}",20,7,-14.442932017895556,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.1, 'e': 0.35345468195878016}",25,8,-26.665106214810088,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
